8834,0
5811,1
8845,0
9138,1
7181,0
10469,1
10267,0
10133,0
2165,0
2343,1
6987,1
6842,0
3971,0
1039,0
10452,1
1512,0
10697,0
2072,1
6797,0
8179,0
7664,0
2742,0
108,0
9621,1
2979,1
9199,1
4340,1
3981,0
1437,0
8895,0
3456,1
4419,0
5009,1
8338,0
6237,1
572,1
5648,0
8725,0
122,0
2824,1
8493,0
10539,0
3271,0
6899,1
7472,0
9614,1
765,0
4267,0
10497,0
6460,0
2180,1
596,0
239,1
4871,0
9476,1
9274,0
4506,1
3574,0
7305,0
10579,0
10356,0
7666,0
8092,0
9851,0
4977,0
1135,0
1150,0
9604,0
10362,0
1233,0
821,0
2618,0
4217,1
7028,0
7384,0
515,0
1695,1
1630,1
9316,0
10454,1
8358,0
7841,0
10778,1
4902,0
4513,0
6651,0
464,0
10391,1
9318,0
8811,0
4110,1
2634,1
7436,1
7239,1
319,0
6155,1
70,1
847,1
4194,0
7423,0
255,0
4652,0
399,0
7404,0
3939,0
3856,0
943,0
2901,0
9535,0
1370,1
257,0
9824,0
10491,1
4904,0
10043,0
3792,1
6753,0
9127,1
2450,0
3928,0
9379,0
6851,0
3854,0
908,0
1839,0
3599,0
7379,0
1785,1
1193,0
4400,0
9999,0
7541,1
58,0
10734,0
10509,1
6228,0
4741,0
9658,0
5091,0
5288,0
6886,1
10868,1
3818,0
1055,0
620,1
9584,0
850,0
793,0
2903,0
1468,0
6353,0
3443,0
8527,0
8173,1
4462,0
8193,0
2132,0
6827,0
5543,0
5770,1
5456,0
9647,1
6288,0
4208,1
3422,1
5969,0
3065,0
4559,1
4640,0
1902,0
10701,0
3769,0
6563,0
9010,0
5809,0
2380,1
4013,1
10065,1
5637,0
6581,0
1442,0
9004,0
1329,0
973,0
6054,1
9975,0
2002,0
8901,0
3515,1
10108,0
179,0
1748,1
8342,0
5755,1
3813,0
3354,0
6623,0
7979,1
8792,0
7040,0
4120,1
5369,1
1424,0
854,1
3067,0
9727,0
9327,0
2357,0
1778,1
3577,0
2170,0
5537,0
6763,0
8306,0
3332,0
8626,1
2601,0
7389,0
8519,0
5865,1
9964,0
2772,0
6309,0
9959,0
10572,0
6825,0
10281,0
2293,0
6005,0
10459,1
1743,0
4369,1
9926,0
8063,1
9017,0
10547,0
4439,0
1795,1
4254,1
2184,0
1681,1
4535,0
5574,0
8794,0
1988,1
6592,0
627,0
7911,1
7057,0
1872,0
6489,0
7119,0
3872,0
5691,0
2433,0
927,0
10148,0
2140,0
6270,0
1064,0
4475,0
8114,0
7655,0
2065,0
7624,0
8139,0
9328,0
6242,0
6901,0
9205,1
6381,1
8115,1
10328,0
9019,0
693,0
10373,0
9049,1
2681,0
3699,0
8630,0
5390,1
282,0
10514,1
6822,0
10463,1
6938,0
8275,0
1849,0
10134,0
10324,1
417,0
7948,0
7152,0
6871,1
6285,0
8481,0
10538,0
7279,1
10033,0
2162,0
768,0
3226,0
4031,0
8462,0
5217,0
5023,1
9641,0
7049,0
3488,1
3966,0
3427,0
10026,0
2206,0
8898,1
756,0
2567,0
1144,0
3103,0
887,0
2686,0
186,0
6307,1
901,0
177,0
7697,0
3930,1
3571,0
9068,0
278,0
8174,1
6798,0
7592,1
2268,0
5303,0
9354,0
9424,1
3622,0
545,0
9241,1
2705,0
10254,0
7567,1
4474,0
9105,1
2562,1
9442,1
7219,1
7732,0
6250,0
6117,0
5523,0
1200,0
5866,0
1148,0
4126,0
6944,0
8904,0
4433,0
2654,0
1438,0
1820,1
1749,1
6221,1
4370,0
7182,0
5490,0
6182,0
4461,1
10510,0
3678,0
2610,0
764,0
8282,0
4654,1
2247,0
1729,1
6190,0
4339,1
7549,1
7233,0
1641,1
6352,1
6705,0
87,0
2607,0
6426,0
6869,1
6035,0
723,0
9682,1
5014,0
2369,0
4965,0
6778,0
3434,0
6379,0
1874,1
9429,0
5435,0
2626,0
4626,0
4283,0
5431,1
4574,0
9928,0
2185,0
2371,0
7899,1
4136,0
9751,1
3539,1
391,0
7838,0
2085,0
9398,1
3545,1
5453,0
10604,1
9213,1
4645,0
3801,0
1496,0
7920,1
3976,1
366,0
4653,0
7022,0
6411,0
8929,0
5702,1
5787,1
6082,1
1783,1
9758,0
6838,0
2789,0
2093,0
10761,1
9807,0
2804,1
1007,0
9954,0
5121,1
1180,0
7660,0
4776,1
10257,0
7886,1
9777,0
5147,0
9165,1
10248,0
1025,0
3898,1
9793,0
9358,0
9637,1
8583,0
7406,0
6941,0
6680,0
9543,0
7713,0
3963,0
2477,0
8078,0
9122,1
7107,0
10227,0
10649,0
1517,0
914,0
4976,0
7997,0
1313,0
3553,0
7313,0
214,1
5508,0
2283,0
167,0
4187,0
8990,0
8910,1
2894,1
2226,0
4338,1
8594,0
3703,0
5756,1
2775,0
4371,0
5205,0
2764,0
3847,0
7449,0
2168,0
2613,0
7385,0
4263,0
7890,0
3733,0
3600,0
7259,1
1266,0
3817,0
8466,0
1934,0
2320,0
5241,0
9069,1
3273,0
7782,0
147,0
8756,0
8573,0
8820,0
4930,0
8197,0
7986,1
1115,0
10865,1
6280,0
532,0
308,0
1478,0
5971,0
7014,0
6507,0
202,0
1589,1
6378,1
10166,1
2120,0
3624,0
3707,0
8206,0
4792,1
6612,0
1285,1
7464,0
84,0
6952,1
8671,0
2166,0
9285,0
1333,0
1359,0
431,0
4002,0
6531,1
673,1
4999,0
9742,1
10703,1
1246,0
9662,1
8495,0
2862,0
1192,0
8488,0
4781,1
1844,0
3399,0
5993,1
2685,0
10343,0
9370,0
6539,1
6584,0
2529,1
233,1
3279,0
1548,1
10051,0
10397,0
2276,1
8769,0
7220,0
3931,0
9437,1
4721,1
4862,0
4155,0
3007,0
6279,0
9549,0
2473,0
2200,0
4780,1
1964,0
8398,1
10277,0
7398,0
1111,0
7574,1
5053,0
5681,0
629,0
869,1
2981,0
5872,0
8268,0
1059,0
2518,1
6691,0
2876,0
7806,0
8964,1
90,0
4925,0
9947,0
865,1
6846,0
5679,0
1970,1
10190,1
4676,0
9462,0
6934,0
2834,1
189,0
1926,1
1581,0
771,0
3294,0
6600,0
1651,1
6442,0
10634,1
30,0
1465,0
5862,1
7067,0
125,0
2424,0
7429,0
9444,1
3516,1
9588,0
9929,0
10602,1
6652,1
4346,1
127,1
8833,0
9635,1
2331,0
1033,0
4806,1
9852,0
1616,1
3846,0
2147,0
5294,1
5606,1
5084,0
27,0
6805,0
8988,0
5090,0
1859,0
3384,0
5030,0
7000,0
325,0
3811,0
904,0
1068,0
6639,1
8593,0
2107,0
7538,1
9521,1
5851,0
4148,0
9494,1
46,1
5742,1
2259,0
1713,1
3420,0
6172,0
4932,0
9427,0
6853,0
3220,0
7099,0
6761,0
10165,1
7900,1
2472,0
7811,0
816,0
6995,0
9996,0
566,1
9570,0
8568,0
6609,0
5649,0
2411,0
2697,0
1404,0
8981,0
8532,0
5388,0
10465,1
7066,0
1336,0
7123,0
4994,0
8915,0
9668,1
2290,0
9243,0
6526,0
8124,1
7238,1
4612,1
2704,0
8011,0
2444,0
6168,0
6260,0
9798,0
10096,1
1846,0
8052,0
8703,0
8075,0
5877,1
9939,0
7225,0
6042,0
4467,0
9167,0
9419,1
8958,1
9523,0
5945,0
9891,0
743,0
6390,1
10874,1
6291,1
5021,0
7249,1
8940,0
7492,0
1978,1
6640,0
3728,1
3232,0
3746,0
8891,0
8822,0
10370,1
1843,0
10494,1
1738,0
200,1
9104,1
6408,0
376,0
2345,0
4851,1
9711,1
1931,1
1868,0
6826,0
4685,1
5376,1
9879,0
6006,1
1974,0
1231,0
7151,0
1635,1
4477,0
7336,0
2526,0
326,0
8604,1
5081,1
10460,1
1462,0
555,1
9189,1
8525,0
3313,0
6732,0
9200,1
1197,1
4756,1
4481,0
9781,0
9063,0
8492,0
8228,0
2323,1
9227,1
6650,0
9282,0
5738,1
7156,0
1451,0
2986,0
10797,0
8982,0
6249,0
5813,1
3547,1
9530,0
3779,0
5749,1
8682,0
12,0
10298,0
747,0
6143,1
3,1
6025,1
4764,1
6976,0
5773,1
3344,0
29,0
8884,0
3891,1
124,1
5216,0
5731,1
300,0
2088,0
950,0
8632,0
7684,0
3942,0
206,1
4067,0
4290,0
155,0
8194,0
9204,1
3024,0
4581,1
7004,0
2574,1
3268,0
8731,0
7441,0
10068,1
7387,0
4286,1
10019,1
5915,0
5504,0
8909,0
4647,0
9506,0
7956,0
9447,1
8809,0
6008,0
311,0
1998,1
2353,1
3651,0
6205,0
7284,0
9036,0
6439,1
4386,1
3665,0
4763,1
1257,0
8323,0
9021,0
8313,1
3385,0
6818,0
2584,0
9352,0
9803,1
553,1
488,0
1161,0
3461,1
2859,1
9927,0
3925,0
7417,0
2253,1
4483,0
6615,0
582,1
6129,0
2578,0
10131,0
3614,0
7485,0
8439,0
5133,0
917,0
3878,0
3267,0
7376,0
1030,0
3881,0
4950,0
8482,0
6889,1
10311,0
8420,1
392,0
9483,1
1734,1
7625,0
6063,0
3507,1
3783,0
154,0
8701,0
8975,0
3732,0
6710,0
5830,1
10532,1
10645,0
8192,0
3314,0
8566,0
9477,1
9997,0
3644,0
3135,1
4566,0
5512,0
6589,0
5786,1
2522,1
1854,0
4733,0
7100,0
2313,1
1291,0
5820,0
1323,0
3580,0
6991,0
7110,0
6888,1
8319,0
1629,1
8469,0
7333,0
4169,0
1884,1
8316,0
5057,0
975,0
4075,1
6236,0
541,0
4942,0
3668,0
3918,0
6674,0
10408,0
3586,0
4443,0
2261,0
7931,0
9056,0
2678,0
3033,0
1678,0
4071,0
4258,0
7798,0
969,0
3374,0
9679,0
4839,1
6081,1
8882,0
10404,0
5436,0
4633,0
8807,0
10309,0
2187,0
1801,1
3234,0
4311,1
6509,0
7705,0
5636,1
7927,0
7440,1
7460,0
4102,1
1398,0
2961,0
1828,0
217,1
6887,0
10801,0
2868,1
3269,0
6666,0
8007,1
7632,0
0,0
2197,1
5006,0
323,0
1736,0
8207,0
7177,0
3169,0
5878,1
7786,1
4495,0
4179,0
1936,1
10188,0
7133,1
3081,0
4928,0
2201,0
10791,0
3343,0
10633,1
694,0
10507,1
9115,1
1428,0
10635,0
10504,0
7637,1
8588,0
10586,1
369,0
8544,0
3804,0
2926,0
2721,0
9198,0
7085,0
5036,1
142,0
8255,0
3146,1
3987,1
5440,0
3305,1
1127,0
7834,0
6122,0
8529,0
2814,1
9536,1
2737,0
5615,0
8042,1
4125,0
439,0
10495,0
3063,0
4873,0
8086,0
6424,1
666,1
7486,0
6942,0
3458,1
1097,0
4865,0
5941,0
2287,1
632,1
7322,0
3233,0
6717,0
5946,0
7921,1
4727,0
7730,0
3479,1
9261,0
8290,1
10228,0
1855,0
6107,0
3558,0
9390,0
9545,0
5307,0
8641,0
989,0
7829,0
4505,0
10271,0
6077,0
2994,0
7370,0
10388,0
10200,0
9392,1
2208,0
967,0
8772,0
1606,0
9845,0
2551,0
4540,0
3541,1
3781,0
4310,0
4460,0
2030,1
1592,1
8160,1
5910,0
5914,0
10425,0
7700,0
4389,1
1101,0
8104,1
4554,1
116,1
7127,0
7901,1
844,0
2338,0
7388,0
1782,1
1612,0
670,0
7706,0
6433,0
7896,0
6231,0
5640,1
7875,1
4651,0
7665,0
4134,1
5277,0
2949,0
8407,1
2805,0
1805,1
4308,1
8549,0
8828,0
2722,0
10357,0
8798,0
9234,1
6517,0
6741,0
8272,0
6040,0
4728,0
9279,0
9515,1
7778,1
491,0
7469,0
3224,0
9843,0
2951,0
6812,0
382,0
7245,1
10762,1
6089,0
10713,0
3884,1
9186,1
10530,1
6252,1
7262,1
2583,1
4185,0
2392,0
10240,0
2630,0
4497,0
750,0
9015,0
2182,0
3784,0
3046,0
1469,0
9201,0
10820,0
2393,0
106,1
10597,0
10594,1
6308,0
10123,0
7341,1
6432,1
7596,0
8678,1
5530,0
9190,1
8707,0
4037,0
2252,1
6595,0
6982,1
6194,1
9117,1
597,0
6321,0
6739,0
827,0
1879,0
5767,1
6114,0
5630,1
8634,1
1003,0
10440,0
6692,0
8053,1
2270,0
1087,0
2167,0
3206,1
8248,0
1306,0
10094,1
414,0
5011,0
9326,0
3910,0
9735,0
618,1
8765,0
9473,0
9433,1
7454,0
3069,0
10617,0
1758,0
4347,1
562,0
8675,1
4422,0
1584,0
8652,1
2997,0
3028,0
6685,0
5066,1
7506,1
9032,0
8873,0
